ChoiceListName,ChoiceValue,LabelEn,LabelSw,ZoneValue,RegionValue,DistrictValue,WardValue,CropNameValue,TechnologyValue
SDGs,18,"18)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action","18)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action",,,,,,18
SDGs,19,"19)SDG 7 – Affordable and Clean Energy; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action","19)SDG 7 – Affordable and Clean Energy; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action",,,,,,19
SDGs,20,20)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 8 – Decent Work and Economic Growth; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 14 – Life Below Water,20)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 8 – Decent Work and Economic Growth; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 14 – Life Below Water,,,,,,20
SDGs,21,21)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 7 – Affordable and Clean Energy; SDG 8 – Decent Work and Economic Growth; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 14 – Life Below Water,21)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 7 – Affordable and Clean Energy; SDG 8 – Decent Work and Economic Growth; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 14 – Life Below Water,,,,,,21
Irrigation_Type,1,"1)Drip Irrigation,",Umwagiliaji wa Matone,,,,,,
Irrigation_Type,2,"2)Sprinkler Irrigation,",Umwagiliaji wa Vinyunyizio,,,,,,
Irrigation_Type,3,"3)Flood Irrigation,",Umwagiliaji wa Mafuriko,,,,,,
Irrigation_Type,4,"4)Furrow Irrigation,",Umwagiliaji wa Mifereji,,,,,,
Irrigation_Type,5,"5)Basin Irrigation,",Umwagiliaji wa Mabonde,,,,,,
Irrigation_Type,6,"6)Paddy Irrigation / Canal Irrigation,",Umwagiliaji wa Mashamba ya Mpunga / Mifereji ya Umwagiliaji,,,,,,
Irrigation_Type,7,"7)Solar-Powered Pump Irrigation,",Umwagiliaji kwa Pampu Zinazotumia Nishati ya Jua,,,,,,
Irrigation_Type,8,"8)Diesel-Powered Pump Irrigation,",Umwagiliaji kwa Pampu Zinazotumia Dizeli,,,,,,
Irrigation_Type,9,"9)Electric Pump Irrigation,",Umwagiliaji kwa Pampu Zinazotumia Umeme,,,,,,
Irrigation_Type,10,"10)Rain-Fed Farming,",Kilimo cha Kutegemea Mvua,,,,,,
Irrigation_Type,11,"11)Rainwater Harvesting Irrigation,",Umwagiliaji kwa Kuvuna na Kuhifadhi Maji ya Mvua,,,,,,
Irrigation_Type,12,"12)Gravity-Fed Irrigation,",Umwagiliaji wa Mteremko kwa Nguvu ya Mvuto,,,,,,
Irrigation_Type,13,"13)Treadle / Manual Pump Irrigation,",Umwagiliaji kwa Pampu za Kukanyaga au Kuendeshwa kwa Mikono,,,,,,
Irrigation_Type,14,"14)Charco Dam / Farm Pond Irrigation,",Umwagiliaji kwa Mabwawa ya Charco au Mabwawa ya Shambani,,,,,,
Irrigation_Type,96,15)Other Eligible; Specify,Nyingine Zinazostahiki; Bainisha,,,,,,
Water_Source,1,"1)Borehole water,",Maji ya Kisima Kirefu (Borehole),,,,,,
Water_Source,2,"2)Shallow and deep well water,",Maji ya Visima vya Kifupi na Virefu,,,,,,
Water_Source,3,"3)River and stream water,",Maji ya Mito na Vijito,,,,,,
Water_Source,4,"4)Lake water,",Maji ya Maziwa,,,,,,
Water_Source,5,"5)Pond and farm pond water,",Maji ya Mabwawa na Mabwawa ya Shambani,,,,,,
Water_Source,6,"6)Charco dam water,",Maji ya Bwawa la Charco,,,,,,
Water_Source,7,"7)Reservoir and dam water,",Maji ya Mabwawa Makubwa na Mabwawa ya Kuhifadhi Maji,,,,,,
Water_Source,8,"8)Rainwater harvesting,",Uvunaji na Uhifadhi wa Maji ya Mvua,,,,,,
Water_Source,9,"9)Roof catchment rainwater,",Maji ya Mvua Yanayokusanywa Kutoka Kwenye Mapaa,,,,,,
Water_Source,10,"10)Surface runoff harvesting,",Uvunaji wa Maji ya Mtiririko wa Juu ya Ardhi,,,,,,
Water_Source,11,"11)Canal water,",Maji ya Mifereji ya Umwagiliaji,,,,,,
Water_Source,12,"12)Irrigation scheme water,",Maji ya Skimu za Umwagiliaji,,,,,,
Water_Source,13,"13)Spring water,",Maji ya Chemchemi,,,,,,
Water_Source,14,"14)Wetland or valley-bottom water, where legally permitted,","Maji ya Maeneo Oevu au Mabonde ya Mito, Pale Inaporuhusiwa Kisheria",,,,,,
Water_Source,15,"15)Groundwater abstraction,",Uchukuaji wa Maji ya Chini ya Ardhi,,,,,,
Water_Source,16,"16)Recycled or treated wastewater for irrigation, where safely permitted,","Maji Taka Yaliyosafishwa au Kutibiwa kwa Ajili ya Umwagiliaji, Pale Inaporuhusiwa kwa Usalama",,,,,,
Water_Source,17,"17)Municipal, utility or community water supply,","Maji ya Huduma za Maji za Manispaa, Shirika la Maji au Jamii",,,,,,
Water_Source,96,18)Other Eligible; Specify.,Nyingine,,,,,,
Energy_Source,1,"1)National grid electricity,",Umeme wa Gridi ya Taifa,,,,,,
Energy_Source,2,"2)Diesel and petrol-powered systems, including generators and machinery,","Mifumo Inayotumia Dizeli na Petroli, Ikijumuisha Jenereta na Mitambo",,,,,,
Energy_Source,3,"3)Solar energy and solar hybrid systems,",Nishati ya Jua na Mifumo Mseto ya Nishati ya Jua,,,,,,
Energy_Source,4,"4)Battery and energy storage systems,",Betri na Mifumo ya Kuhifadhi Nishati,,,,,,
Energy_Source,5,"5)Firewood and charcoal,",Kuni na Mkaa,,,,,,
Energy_Source,6,"6)Biomass residues, including rice husks, bagasse and agro-waste,","Mabaki ya Biomasi, Ikiwemo Maganda ya Mpunga, Mabaki ya Miwa (Bagasse) na Taka za Kilimo",,,,,,
Energy_Source,7,"7)Biogas,",Nishati ya Biogesi,,,,,,
Energy_Source,8,"8)LPG and natural gas,",Gesi ya LPG na Gesi Asilia,,,,,,
Energy_Source,9,"9)Manual labour and animal power,",Nguvu Kazi ya Binadamu na Wanyama wa Kazi,,,,,,
Energy_Source,96,10)Other Eligible; Specify.,Nyingine Zinazostahiki; Bainisha,,,,,,
Adopted_Energy,1,"1)Solar energy systems, including solar PV,","Mifumo ya Nishati ya Jua, Ikiwemo Mifumo ya Solar PV",,,,,,
Adopted_Energy,2,"2)Solar-powered irrigation pumps,",Pampu za Umwagiliaji Zinazotumia Nishati ya Jua,,,,,,
Adopted_Energy,3,"3)Solar cold rooms, refrigeration and cooling systems,","Vyumba Baridi, Majokofu na Mifumo ya Upoezaji Inayotumia Nishati ya Jua",,,,,,
Adopted_Energy,4,"4)Solar-powered agro-processing and productive-use equipment,",Vifaa vya Uchakataji wa Mazao na Uzalishaji Vinavyotumia Nishati ya Jua,,,,,,
Adopted_Energy,5,"5)Solar dryers for crops, fish and spices,","Vikaushio vya Mazao, Samaki na Viungo Vinavyotumia Nishati ya Jua",,,,,,
Adopted_Energy,6,"6)Solar mini-grids, off-grid and hybrid systems,","Gridi Ndogo za Nishati ya Jua, Mifumo Isiyounganishwa na Gridi Kuu na Mifumo Mseto",,,,,,
Adopted_Energy,7,"7)Battery energy storage systems,",Mifumo ya Kuhifadhi Nishati kwa Betri,,,,,,
Adopted_Energy,8,"8)Biogas systems from manure and organic waste,",Mifumo ya Biogesi Inayotokana na Samadi na Taka za Kikaboni,,,,,,
Adopted_Energy,9,"9)Biomass energy from rice husks, bagasse and agro-waste,","Nishati ya Biomasi Kutokana na Maganda ya Mpunga, Mabaki ya Miwa (Bagasse) na Taka za Kilimo",,,,,,
Adopted_Energy,10,"10)Efficient grid-connected electric systems, motors, pumps and compressors,","Mifumo Bora ya Umeme Iliyounganishwa na Gridi Kuu, Ikiwemo Motori, Pampu na Kompresa Zenye Ufanisi wa Nishati",,,,,,
Adopted_Energy,11,"11)Clean cooking and efficient thermal systems, including LPG, biogas, electric cooking, boilers and heat recovery,","Mifumo Safi ya Kupikia na Mifumo Bora ya Nishati ya Joto, Ikiwemo LPG, Biogesi, Upishi wa Umeme, Boila na Mifumo ya Urejeshaji wa Joto",,,,,,
Adopted_Energy,96,12)Other Eligible; Specify.,Nyingine Zinazostahiki;,,,,,,
group_type,producer_group,Producer Group,Producer Group,,,,,,
group_type,cooperative,Cooperative,Cooperative,,,,,,
group_type,sacco,SACCO,SACCO,,,,,,
training_type,1,ARA Practices,Mbinu za ARA,,,,,,
training_type,2,Financial Inclusion,Ujumuishaji wa Kifedha,,,,,,
training_type,3,Gender & Social Inclusion,Ujumuishaji wa Kijinsia na Kijamii,,,,,,
training_type,4,Climate-Smart Agriculture,Kilimo Himilivu kwa Mabadiliko ya Tabianchi,,,,,,
training_type,5,Post-Harvest Management,Usimamizi wa Baada ya Mavuno,,,,,,
target_group,1,Women,Wanawake,,,,,,
target_group,2,Youth (18–35),Vijana (Miaka 18–35),,,,,,
target_group,3,Vulnerable Groups,Makundi Yaliyo Katika Mazingira Hatarishi,,,,,,
target_group,4,Persons with Disabilities,Watu Wenye Ulemavu,,,,,,
target_group,5,Mixed Group,Kundi Mchanganyiko,,,,,,
gender_focus,1,Joint decision-making,Uamuzi wa Pamoja,,,,,,
gender_focus,2,Women leadership,Uongozi wa Wanawake,,,,,,
gender_focus,3,Access to finance,Upatikanaji wa Huduma za Kifedha,,,,,,
gender_focus,4,Labor burden reduction,Kupunguza Mzigo wa Kazi,,,,,,
gender_focus,5,Equal benefit sharing,Mgawanyo Sawa wa Manufaa,,,,,,
vc_stages,1,FARM PREPARATION STAGE BENEFICIARIES,Mnufaika wa Hatua ya Maandalizi ya Shamba,,,,,,
vc_stages,2,FARM OPERATIONS STAGE BENEFICIARIES,Mnufaika wa Hatua ya Uendeshaji wa Shamba,,,,,,
vc_stages,3,INPUT SUPPLY STAGE BENEFICIARIES,Mnufaika wa Hatua ya Ugavi wa Pembejeo,,,,,,
vc_stages,4,WEEDING / FIELD MANAGEMENT STAGE BENEFICIARIES,Mnufaika wa Hatua ya Palizi na Usimamizi wa Shamba,,,,,,
vc_stages,5,PRE-HARVEST / PEST CONTROL STAGE BENEFICIARIES,Mnufaika wa Hatua ya Kabla ya Mavuno na Udhibiti wa Wadudu na Magonjwa,,,,,,
vc_stages,6,HARVESTING STAGE BENEFICIARIES,Mnufaika wa Hatua ya Uvunaji,,,,,,
vc_stages,7,POST-HARVEST HANDLING STAGE BENEFICIARIES,Mnufaika wa Hatua ya Ushughulikiaji wa Mazao Baada ya Mavuno,,,,,,
vc_stages,8,STORAGE / WAREHOUSING STAGE BENEFICIARIES,Mnufaika wa Hatua ya Uhifadhi na Ughala,,,,,,
vc_stages,9,CCROP TRANSPORT STAGE BENEFICIARIES,Mnufaika wa Hatua ya Usafirishaji wa Mazao,,,,,,
vc_stages,10,VALUE ADDITION/PROCESSING  STAGE BENEFICIARIES,Mnufaika wa Hatua ya Uongezaji Thamani na Uchakataji,,,,,,
vc_stages,11,AQUACULTURE PRODUCTION STAGE BENEFICIARIES,Mnufaika wa Hatua ya Uzalishaji wa Samaki kwa Njia ya Ufugaji wa Majini (Aquaculture),,,,,,
vc_stages,12,FISHERIES LANDING STAGE BENEFICIARIES,Mnufaika wa Hatua ya Utiaji wa Samaki Nchini (Fisheries Landing),,,,,,
vc_stages,13,AQUAPONICS SYSTEMS STAGE BENEFICIARIES,Mnufaika wa Hatua ya Mifumo ya Aquaponics,,,,,,
vc_stages,14,MARKETING / TRADING STAGE BENEFICIARIES,Mnufaika wa Hatua ya Masoko na Biashara,,,,,,
vc_stages,15,CONSUMPTION / USER STAGE BENEFICIARIES,Mnufaika wa Hatua ya Matumizi ya Bidhaa na Watumiaji,,,,,,
vc_stages,16,TRAINERS & TRAINEES STAGE BENEFICIARIES,Mnufaika wa Hatua ya Wakufunzi na Wanafunzwa,,,,,,
vc_stages,17,Farmer Group Collective Engagement in ARA/CSA Capacity Building and Adoption STAGE BENEFICIARIES,Mnufaika wa Hatua ya Ushiriki wa Vikundi vya Wakulima katika Ujenzi wa Uwezo na Utekelezaji wa ARA/CSA,,,,,,
vc_stages,18,OTHER VALUE CHAIN ACTIVITY STAGE BENEFICIARIES,Mnufaika wa Shughuli Nyingine za Mnyororo wa Thamani,,,,,,
risk_category,A,Category A,Kundi A,,,,,,
risk_category,B,Category B,Kundi B,,,,,,
risk_category,C,Category C,Kundi C,,,,,,
grievance_stage,1,"1)Drought / prolonged dry spells,",Ukame / vipindi virefu vya ukosefu wa mvua,,,,,,
grievance_stage,2,"2)Flooding / waterlogging,",Mafuriko / kujaa kwa maji mashambani,,,,,,
grievance_stage,3,"3)Erratic rainfall,",Mvua zisizotabirika,,,,,,
grievance_stage,4,"4)Heat stress / extreme temperatures,",Msongo wa joto / viwango vya juu vya joto,,,,,,
grievance_stage,5,"5)Strong winds / storms,",Upepo mkali / dhoruba,,,,,,
grievance_stage,6,"6)Soil erosion / land degradation,",Mmomonyoko wa udongo / uharibifu wa ardhi,,,,,,
grievance_stage,7,"7)Pest infestation,",Mashambulizi ya wadudu waharibifu,,,,,,
grievance_stage,8,"8)Crop diseases,",Magonjwa ya mazao,,,,,,
grievance_stage,9,"9)Livestock diseases,",Magonjwa ya mifugo,,,,,,
grievance_stage,10,"10)Unseasonal rains at harvest,",Mvua zisizo za msimu wakati wa mavuno,,,,,,
grievance_stage,11,"11)High humidity / aflatoxin contamination,",Unyevu mkubwa / uchafuzi wa aflatoksini,,,,,,
grievance_stage,12,"12)Post-harvest pest infestation,",Mashambulizi ya wadudu baada ya mavuno,,,,,,
grievance_stage,13,"13)Spoilage due to temperature changes,",Kuharibika kwa mazao kutokana na mabadiliko ya joto,,,,,,
grievance_stage,14,"14)Flood damage to storage and processing facilities,",Uharibifu wa maghala na vituo vya uchakataji kutokana na mafuriko,,,,,,
grievance_stage,15,"15)Power outages due to weather,",Kukatika kwa umeme kutokana na hali ya hewa,,,,,,
grievance_stage,16,"16)Water scarcity,",Uhaba wa maji,,,,,,
grievance_stage,17,"17)Transport disruption, including roads and bridges,","Kukatizwa kwa usafiri, ikijumuisha barabara na madaraja",,,,,,
grievance_stage,18,"18)Market access disruption,",Kukatizwa kwa upatikanaji wa masoko,,,,,,
grievance_stage,96,19)Other; Specify,Nyingine; Taja,,,,,,
Climate_hazards,1,"1)Drought / prolonged dry spells,",Ukame au vipindi virefu vya ukosefu wa mvua,,,,,,
Climate_hazards,2,"2)Flooding / waterlogging,",Mafuriko au kujaa kwa maji,,,,,,
Climate_hazards,3,"3)Erratic rainfall,",Mvua zisizotabirika,,,,,,
Climate_hazards,4,"4)Heat stress / extreme temperatures,",Joto kali au viwango vya juu vya joto,,,,,,
Climate_hazards,5,"5)Strong winds / storms,",Upepo mkali au dhoruba,,,,,,
Climate_hazards,6,"6)Soil erosion / land degradation,",Mmomonyoko wa udongo au uharibifu wa ardhi,,,,,,
Climate_hazards,7,"7)Pest infestation,",Mashambulizi ya wadudu waharibifu,,,,,,
Climate_hazards,8,"8)Crop diseases,",Magonjwa ya mazao,,,,,,
Climate_hazards,9,"9)Livestock diseases,",Magonjwa ya mifugo,,,,,,
Climate_hazards,10,"10)Unseasonal rains at harvest,",Mvua zisizo za msimu wakati wa mavuno,,,,,,
Climate_hazards,11,"11)High humidity / aflatoxin contamination,",Unyevu mkubwa au uchafuzi wa aflatoksini,,,,,,
Climate_hazards,12,"12)Post-harvest pest infestation,",Mashambulizi ya wadudu baada ya mavuno,,,,,,
Climate_hazards,13,"13)Spoilage due to temperature changes,",Kuharibika kwa mazao au bidhaa kutokana na mabadiliko ya joto,,,,,,
Climate_hazards,14,"14)Flood damage to storage and processing facilities,",Uharibifu wa maghala na vituo vya uchakataji kutokana na mafuriko,,,,,,
Climate_hazards,15,"15)Power outages due to weather,",Kukatika kwa umeme kutokana na hali ya hewa,,,,,,
Climate_hazards,16,"16)Water scarcity,",Uhaba wa maji,,,,,,
Climate_hazards,17,"17)Transport disruption, including roads and bridges,","Kukatizwa kwa usafiri, ikiwemo barabara na madaraja",,,,,,
Climate_hazards,18,"18)Market access disruption,",Kukatizwa kwa upatikanaji wa masoko,,,,,,
Climate_hazards,96,19)Other; Specify,Nyingine; Tafadhali taja,,,,,,
frequently,1,"1)Every season,",Kila msimu,,,,,,
frequently,2,"2)Once a year,",Mara moja kwa mwaka,,,,,,
frequently,3,"3)Every 2–3 years,",Kila baada ya miaka 2–3,,,,,,
frequently,4,4)Rare,Mara chache,,,,,,
frequently,5,5)Not experienced,Haijawahi kutokea,,,,,,
collateral,1,Agricultural Land (titled/untitled),Ardhi ya Kilimo (yenye hati au isiyo na hati),,,,,,
collateral,2,Standing crops & tree crops / plantations,Mazao yaliyopo shambani na mazao ya miti / mashamba ya kudumu,,,,,,
collateral,3,Livestock,Mifugo,,,,,,
collateral,4,Farm equipment & irrigation systems,Vifaa vya kilimo na mifumo ya umwagiliaji,,,,,,
collateral,5,Greenhouse,Greenhouse (Nyumba ya Kitalu cha Kisasa),,,,,,
collateral,6,"Input inventory (seeds, fertilizer, agro‑chemicals)","Hifadhi ya pembejeo (mbegu, mbolea, viuatilifu na pembejeo nyingine za kilimo)",,,,,,
collateral,7,Agro‑dealer shop / market stall / shop,Duka la pembejeo za kilimo / kibanda cha soko / duka,,,,,,
collateral,8,Stored produce & finished goods,Mazao yaliyohifadhiwa na bidhaa zilizokamilika,,,,,,
collateral,9,Warehouse receipt,Stakabadhi ya ghala,,,,,,
collateral,10,Storage facility & cold storage,Ghala la kuhifadhia na hifadhi ya baridi,,,,,,
collateral,11,Processing machinery & processing plant,Mashine za uchakataji na kiwanda cha uchakataji,,,,,,
collateral,12,Transport vehicle,Chombo cha usafiri,,,,,,
collateral,13,Off‑take contract,Mkataba wa mauzo ya mazao au bidhaa (Off-take Contract),,,,,,
collateral,14,Cash deposits / savings & mobile money flows,Amana za fedha / akiba / miamala ya fedha kwa njia ya simu,,,,,,
collateral,15,Group guarantee (VSLA / SACCOS),Dhamana ya kikundi (VSLA / SACCOS),,,,,,
collateral,16,Insurance policy,Bima,,,,,,
collateral,17,Receivables (accounts receivable),Madeni yanayodaiwa kulipwa (Accounts Receivable),,,,,,
collateral,18,Carbon credits,Mikopo ya Kaboni (Carbon Credits),,,,,,
collateral,19,"Renewable energy asset (e.g. solar pump, biogas digester)",Rasilimali za nishati jadidifu (mfano pampu ya sola au mtambo wa biogas),,,,,,
collateral,96,Other (specify)Other (specify),Nyingine (Tafadhali taja),,,,,,
exposure_level,1,"Highly exposed,",Imeathiriwa sana,,,,,,
exposure_level,2,"Moderately exposed,",Imeathiriwa kwa kiwango cha kati,,,,,,
exposure_level,3,"Low exposure,",Imeathiriwa kwa kiwango kidogo,,,,,,
exposure_level,4,Not exposed.,Haijaathiriwa,,,,,,
insurance_year,year1,Year 1,Mwaka wa 1,,,,,,
insurance_year,year2,Year 2,Mwaka wa 2,,,,,,
insurance_year,year3,Year 3,Mwaka wa 3,,,,,,
insurance_year,year4,Year 4,Mwaka wa 4,,,,,,
insurance_year,year5,Year 5,Mwaka wa 5,,,,,,
insurance_type,wii,WII,WII,,,,,,
insurance_type,ayii,AYII,AYII,,,,,,
insurance_type,hybrid,Hybrid,Mseto,,,,,,
guarantee_coverage,50,0.5,0.5,,,,,,
guarantee_coverage,52_5,0.525,0.525,,,,,,
baseline_tech_list,1,"1)Diesel or petrol pumps, generators and farm machinery,","Pampu za dizeli au petroli, jenereta na mashine za kilimo zinazotumia mafuta.",,,,,,
baseline_tech_list,2,"2)Firewood, charcoal or coal-based cooking and processing systems,","Mifumo ya kupikia na kuchakata inayotumia kuni, mkaa au makaa ya mawe.",,,,,,
baseline_tech_list,3,"3)Traditional biomass stoves using firewood, charcoal or crop residues,","Majiko ya jadi ya biomasi yanayotumia kuni, mkaa au mabaki ya mazao.",,,,,,
baseline_tech_list,4,"4)Manual crop drying under open sun,",Ukaushaji wa mazao kwa njia ya kawaida chini ya jua wazi.,,,,,,
baseline_tech_list,5,"5)Traditional fish drying under open sun,",Ukaushaji wa samaki kwa njia ya kawaida chini ya jua wazi.,,,,,,
baseline_tech_list,6,"6)Firewood, charcoal or coal-based crop drying,","Ukaushaji wa mazao unaotumia kuni, mkaa au makaa ya mawe.",,,,,,
baseline_tech_list,7,"7)Firewood, charcoal or coal-based fish drying or smoking,","Ukaushaji au uvushaji wa samaki unaotumia kuni, mkaa au makaa ya mawe.",,,,,,
baseline_tech_list,8,"8)Grid electricity with inefficient appliances or equipment,",Umeme wa gridi unaotumia vifaa au mashine zisizo na ufanisi wa matumizi ya nishati.,,,,,,
baseline_tech_list,9,"9)Traditional flood irrigation,",Umwagiliaji wa jadi wa kufurika mashamba (flood irrigation).,,,,,,
baseline_tech_list,10,"10)Manual irrigation using buckets, watering cans or manual pumps,","Umwagiliaji wa mikono kwa kutumia ndoo, mikebe ya kumwagilia au pampu za mkono.",,,,,,
baseline_tech_list,11,"11)Old inefficient farm machinery,",Mashine za zamani za kilimo zisizo na ufanisi.,,,,,,
baseline_tech_list,12,"12)Old inefficient agro-processing machines, including mills, dryers and oil presses,","Mashine za zamani za usindikaji wa mazao zisizo na ufanisi, ikijumuisha mashine za kusaga, kukausha na kukamua mafuta.",,,,,,
baseline_tech_list,96,13)Other; Specify.,Nyingine; Tafadhali eleza.,,,,,,
new_tech_list,1,"1)Solar water pumping systems for irrigation and aquaculture,",Mifumo ya kusukuma maji kwa nishati ya jua kwa ajili ya umwagiliaji na ufugaji wa samaki.,,,,,,
new_tech_list,2,"2)Solar-powered irrigation systems, including drip and sprinkler,","Mifumo ya umwagiliaji inayotumia nishati ya jua, ikijumuisha umwagiliaji wa matone (drip irrigation) na wa kunyunyizia maji (sprinkler irrigation).",,,,,,
new_tech_list,3,"3)Solar-powered agro-processing machines, including milling and oil extraction,","Mashine za usindikaji wa mazao zinazotumia nishati ya jua, ikijumuisha kusaga na kukamua mafuta.",,,,,,
new_tech_list,4,"4)Solar dryers for crops, fruits, spices and fish,","Vikaushio vya mazao, matunda, viungo na samaki vinavyotumia nishati ya jua.",,,,,,
new_tech_list,5,"5)Solar cold rooms, refrigeration and ice-making systems,","Maghala baridi, mifumo ya jokofu na utengenezaji wa barafu inayotumia nishati ya jua.",,,,,,
new_tech_list,6,"6)Solar-powered aquaculture systems, including aeration, pumping and hatchery support,","Mifumo ya ufugaji wa samaki inayotumia nishati ya jua, ikijumuisha uingizaji hewa majini (aeration), usukumiaji wa maji na usaidizi wa mazalia ya samaki (hatcheries).",,,,,,
new_tech_list,7,"7)Solar-powered fish landing and productive-use facilities,",Vituo vya kushushia samaki na miundombinu mingine ya uzalishaji inayotumia nishati ya jua.,,,,,,
new_tech_list,8,"8)Biogas digesters and biogas-powered cooking or processing systems,",Mitambo ya kuzalisha biogesi na mifumo ya kupikia au kuchakata inayotumia biogesi.,,,,,,
new_tech_list,9,"9)Biomass energy systems using rice husks, bagasse and agro-waste,","Mifumo ya nishati ya biomasi inayotumia maganda ya mpunga, mabaki ya miwa (bagasse) na taka za mazao ya kilimo.",,,,,,
new_tech_list,10,"10)Energy-efficient electric motors, pumps and compressors,","Mota za umeme, pampu na vikandamizi hewa (compressors) vyenye ufanisi mkubwa wa matumizi ya nishati.",,,,,,
new_tech_list,11,"11)Energy-efficient agro-processing equipment, including milling, oil press, dairy and fish processing,","Vifaa vya usindikaji wa mazao vyenye ufanisi mkubwa wa matumizi ya nishati, ikijumuisha mashine za kusaga, kukamua mafuta, kusindika maziwa na kusindika samaki.",,,,,,
new_tech_list,12,"12)Energy-efficient refrigeration, cooling and preservation equipment,","Vifaa vya jokofu, kupoza na kuhifadhi mazao vyenye ufanisi mkubwa wa matumizi ya nishati.",,,,,,
new_tech_list,13,"13)Battery storage and hybrid systems, including solar-battery and solar-grid systems,","Mifumo ya kuhifadhi nishati kwa betri na mifumo mseto, ikijumuisha mifumo ya jua na betri (solar-battery) na mifumo ya jua na gridi ya umeme (solar-grid).",,,,,,
new_tech_list,96,14)Other Eligible; Specify,Teknolojia nyingine zinazostahili; Tafadhali eleza.,,,,,,
energy_base_list,1,"1)Diesel,","1)Diesel,",,,,,,
energy_base_list,2,"2)Petrol,","2)Petrol,",,,,,,
energy_base_list,3,"3)Kerosene,","3)Kerosene,",,,,,,
energy_base_list,4,"4)Firewood,","4)Firewood,",,,,,,
energy_base_list,5,"5)Charcoal,","5)Charcoal,",,,,,,
energy_base_list,6,"6)Coal,","6)Coal,",,,,,,
energy_base_list,7,"7)Heavy fuel oil,","7)Heavy fuel oil,",,,,,,
energy_base_list,8,"8)Furnace oil,","8)Furnace oil,",,,,,,
energy_base_list,9,"9)Non-renewable grid electricity,","9)Non-renewable grid electricity,",,,,,,
energy_base_list,96,10)Other conventional / non-clean energy source; Specify,10)Other conventional / non-clean energy source; Specify,,,,,,
energy_after_list,1,"1)Solar-powered irrigation,",Umwagiliaji unaotumia nishati ya jua.,,,,,,
energy_after_list,2,"2)Solar water pumping,",Mifumo ya kusukuma maji kwa nishati ya jua.,,,,,,
energy_after_list,3,"3)Solar cold storage and refrigeration,",Maghala baridi na mifumo ya majokofu inayotumia nishati ya jua.,,,,,,
energy_after_list,4,"4)Solar dryers for crops, spices and fish,","Vikaushio vya mazao, viungo na samaki vinavyotumia nishati ya jua.",,,,,,
energy_after_list,5,"5)Solar agro-processing equipment,",Vifaa vya usindikaji wa mazao vinavyotumia nishati ya jua.,,,,,,
energy_after_list,6,"6)Solar aquaculture aeration systems,",Mifumo ya uingizaji hewa kwenye mabwawa ya samaki (aeration) inayotumia nishati ya jua.,,,,,,
energy_after_list,7,"7)Solar-powered hatchery systems,",Mifumo ya mazalia ya samaki (hatcheries) inayotumia nishati ya jua.,,,,,,
energy_after_list,8,"8)Solar-powered fish landing facilities,",Vituo vya kushushia samaki vinavyotumia nishati ya jua.,,,,,,
energy_after_list,9,"9)Biogas from manure and organic waste,",Biogesi inayotokana na samadi na taka za kikaboni.,,,,,,
energy_after_list,10,"10)Biomass energy from crop residues,",Nishati ya biomasi inayotokana na mabaki ya mazao.,,,,,,
energy_after_list,11,"11)Efficient electric motors and pumps,",Mota za umeme na pampu zenye ufanisi mkubwa wa matumizi ya nishati.,,,,,,
energy_after_list,12,"12)Energy-efficient refrigeration and cooling,",Mifumo ya majokofu na kupoza yenye ufanisi mkubwa wa matumizi ya nishati.,,,,,,
energy_after_list,13,"13)Electric or induction cooking systems,",Mifumo ya kupikia kwa umeme au majiko ya induction.,,,,,,
energy_after_list,14,"14)Low-emission or hybrid tractors and farm machinery,",Matrekta na mashine za kilimo zenye uzalishaji mdogo wa hewa ukaa au zinazotumia teknolojia mseto (hybrid).,,,,,,
energy_after_list,15,"15)Non-diesel agro-processing units and hybrid productive-use equipment,",Vituo vya usindikaji wa mazao visivyotumia dizeli na vifaa vya uzalishaji vinavyotumia teknolojia mseto (hybrid).,,,,,,
energy_after_list,16,"16)Battery storage and hybrid clean energy systems,",Mifumo ya kuhifadhi nishati kwa betri na mifumo mseto ya nishati safi.,,,,,,
energy_after_list,96,17)Other Eligible; Specify,Teknolojia nyingine zinazostahili; Tafadhali eleza,,,,,,
